회계 연도,매입 마감 (월),발주처,비용배분,S&I 센터,작업유형,장소,건물동,계약명,낙찰금액, PO금액,PO번호,PR번호,PR금액,담당,부서,전체 세대수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,09월30일,엘지화학,단독,LG화학 직발,사택 비용(MRO서브원),원외(사택/기숙사),사택 102동,어린이집 무선 청소기 구입,,368130,4508716552-10,92306942-10,420000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,09월30일,엘지화학,단독,LG화학 직발,사택 비용(MRO서브원),원외(사택/기숙사),사택 102동,어린이집 스템 청소기 구입,,228000,4508720201-10,92306942-20,228000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,09월30일,엘지화학,단독,LG화학 직발,사택 비용(MRO서브원),원외(사택/기숙사),사택 102동,어린이집 업소용 청소기 구입,,159600,4508721193-10,92306942-30,190000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,09월30일,엘지화학,단독,LG화학 직발,사택 비용(MRO서브원),원외(사택/기숙사),기숙사 3동,3동 4층 7번 세탁기교체,,750000,4508764230-10,92394634-10,750000,나현성,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,01월31일,엘지에너지솔루션,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 9동,사택 9동 1-2라인 누수 급수밸브 교체,1222000,1313650,4560008498-10,92493451-10,1812000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,01월31일,엘지에너지솔루션,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 9동,사택 9-404 누수탐지 및 보수작업,1065000,1144875,4560008499-10,92493451-20,1706000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,01월31일,엘지에너지솔루션,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 104동,사택 104동 쓰레기분류장 오배수배관 누수보수,1443000,1551225,4560008500-10,92493451-30,1641000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,01월31일,엘지에너지솔루션,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 104동,사택 104동 1층 피로티 누수 벽 및 천장 철거,1105000,1187875,4560008497-10,92493451-40,1552000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,01월31일,엘지에너지솔루션,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 102동,사택 어린이집 도배추가 작업,1445000,1553375,4560008970-10,92494486-20,1686000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,01월31일,엘지에너지솔루션,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 하주연(공정기술),1756000,1887700,4560008496-10,92493128-10,2003000,하주연,공정기술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,02월28일,엘지에너지솔루션,단독,운영센터,사택 단열작업,원외(사택/기숙사),사택 2동,사택 2-102 작은방 단열작업,1278000,1373850,4560011023-10,92495319-10,1569000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,02월28일,엘지에너지솔루션,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 5동,사택 5-306 누수탐지 및 보수작업,1066000,1145950,4560011025-10,92495319-20,1192000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,02월28일,엘지에너지솔루션,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 8동,사택 8-306 화장실 건축 누수보수,4425000,4756875,4560017389-10,92495319-30,5211000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,02월28일,엘지에너지솔루션,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 8동,사택 8-306 화장실 매립배관 교체,1787000,1921025,4560011026-10,92495319-40,2087000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,02월28일,엘지에너지솔루션,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 8동,사택 8동 1-2라인 동파 앵글밸브 교체,457000,491275,4560011027-10,92495319-50,531000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,02월28일,엘지에너지솔루션,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 8동,사택 8동 놀이방 동파 온수배관 교체,869000,934175,4560011028-10,92495319-60,1131000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,02월28일,엘지에너지솔루션,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 102동,사택 어린이집 누수연도 물받이판 설치,1164000,1251300,4560011024-10,92495319-70,1421000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,02월28일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 1동,기숙사 3동 512호 도배보수외 1건,906000,973950,4508853243-10,92572889-10,1008000,나현성,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,02월28일,엘지화학,단독,운영센터,기숙사 3동 소음개선,원외(사택/기숙사),기숙사 3동,기숙사 3동 509호 소음개선작업(벽전체도배),1840000,1978000,4508853244-10,92572890-10,2040000,나현성,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,02월28일,엘지에너지솔루션,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 3동,기숙사 3동 105호 도배보수외 9건,4531000,4870825,4560012431-10,92496157-20,5040000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,02월28일,엘지에너지솔루션,단독,운영센터,기숙사 3동 소음개선,원외(사택/기숙사),기숙사 3동,기숙사 3동 212호 소음개선작업(벽전체도배),1840000,1978000,4560012432-10,92496157-30,2040000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,02월28일,엘지에너지솔루션,단독,운영센터,기숙사 3동 소음개선,원외(사택/기숙사),기숙사 3동,기숙사 3동 213호 소음개선작업(벽전체도배),1840000,1978000,4560012433-10,92496157-40,2040000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,02월28일,엘지에너지솔루션,단독,운영센터,기숙사 3동 소음개선,원외(사택/기숙사),기숙사 3동,기숙사 3동 222호 소음개선작업(벽전체도배),1840000,1978000,4560012434-10,92496157-50,2040000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,02월28일,엘지에너지솔루션,단독,운영센터,기숙사 3동 소음개선,원외(사택/기숙사),기숙사 3동,기숙사 3동 316호 소음개선작업(벽전체도배),1840000,1978000,4560012435-10,92496157-60,2040000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,02월28일,엘지에너지솔루션,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 AB동,기숙사 A동 202-1호 도배보수외 14건,8398000,9027850,4560012436-10,92496157-70,9337000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,02월28일,엘지에너지솔루션,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 AB동,기숙사 A동 602-3호 도배보수외 16건,10069000,10839175,4560012437-10,92496234-10,11198000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,02월28일,엘지에너지솔루션,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 명승준(구조분석),1756000,1887700,4560008969-10,92494486-10,1954000,명승준,구조분석,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,02월28일,엘지에너지솔루션,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 순지용(고분자),1477000,1587775,4560012430-10,92496157-10,1643000,순지용,고분자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,02월28일,엘지화학,단독,운영센터,사택 단열작업,원외(사택/기숙사),사택 1동,사택 1-102 작은방 단열작업,1278000,1373850,4508853242-10,92572880-10,1569000,나현성,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,02월28일,엘지에너지솔루션,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 AB동,기숙사 B동 601-6호 도배보수외 14건,8134000,8744050,4560012438-10,92496234-20,9053000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,02월28일,엘지에너지솔루션,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 AB동,기숙사 B동 902-5호 도배보수외 6건,4077000,4382775,4560012439-10,92496234-30,4534000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,02월28일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 1동,사택 1-105 수장공사,2113000,2271475,4508853245-10,92573483-10,2339000,나현성,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,02월28일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 1동,사택 1-401 수장공사,1768000,1900600,4508853246-10,92573483-20,1955000,나현성,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,02월28일,엘지화학,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 김나운(석유화학),2539000,2729425,4508853241-10,92571883-10,2810000,김나운,석유화학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 2동,사택 2-204 수장공사,1506000,1618950,4560015025-10,92497847-10,1665000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 2동,사택 2-301 수장공사,2336000,2511200,4560015026-10,92497847-20,2587000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 7동,사택 7-408 수장공사,1059000,1138425,4560015027-10,92497847-30,1173000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 8동,사택 8-206 수장공사,3226000,3467950,4560015028-10,92497847-40,3569000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 8동,사택 8-206 내부 창호교체(고층),7307000,7855025,4560015029-10,92497847-50,8036000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 8동,사택 8-210 수장공사,3785000,4068875,4560015030-10,92497847-60,4191000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 8동,사택 8-210 내부 창호교체(고층장비),8103000,8710725,4560015031-10,92497881-10,8926000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 8동,사택 8-301 수장공사,3380000,3633500,4560015032-10,92497881-20,3750000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 8동,사택 8-301 내부 창호교체(고층),7307000,7855025,4560015033-10,92497881-30,8036000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 씽크대 교체,원외(사택/기숙사),사택 8동,사택 8-301 씽크대 교체(고층),3033000,3260475,4560015034-10,92497881-40,3312000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 씽크대 수리,원외(사택/기숙사),사택 8동,사택 8-302 씽크대 보수,596000,640700,4560015035-10,92497881-50,659000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 8동,사택 8-305 수장공사,2838000,3050850,4560015036-10,92497881-60,3138000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 8동,사택 8-305 내부 창호교체(고층장비),8103000,8710725,4560015037-10,92497884-10,8926000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 씽크대 교체,원외(사택/기숙사),사택 8동,사택 8-305 씽크대 교체(고층장비),3620000,3891500,4560015038-10,92497884-20,3967000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 9동,사택 9-104 수장공사,3226000,3467950,4560015039-10,92497884-30,3569000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 9동,사택 9-104 내부 창호교체(저층),7546000,8111950,4560015040-10,92497884-40,8297000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 9동,사택 9-202 수장공사,1205000,1295375,4560015041-10,92497884-50,1332000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 9동,사택 9-202 내부 창호교체(고층),7546000,8111950,4560015042-10,92497885-10,8297000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 9동,사택 9-202 화장실 바닥 타일교체,1313000,1411475,4560015043-10,92497885-20,1462000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 9동,사택 9-204 수장공사,3556000,3822700,4560015044-10,92497885-30,3943000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 9동,사택 9-204 내부 창호교체(고층장비),8342000,8967650,4560015046-10,92497886-10,9187000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 붙박이장 교체,원외(사택/기숙사),사택 9동,사택 9-204 붙박이장 교체(고층장비),3007000,3232525,4560015047-10,92497886-20,3307000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 붙박이장 교체,원외(사택/기숙사),사택 9동,사택 9-505 붙박이장 교체(고층),2421000,2602575,4560015048-10,92497886-30,2652000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 102동,사택 102-201 수장공사,1312000,1410400,4560015049-10,92497886-40,1460000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 102동,사택 102-201 베란다 누수보수(전후면),1156000,1242700,4560015354-10,92497886-50,1332000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사AB동,기숙사 B동 304-3호 도배보수외 13건,7259000,7803425,4508872171-10,92587363-10,8082000,나현성,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 붙박이장 신설,원외(사택/기숙사),사택 8동,사택 8-205 붙박이장 신규 설치,2500777.778,2689169.444,4560017390-10,92498714-10,2741444.444,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 붙박이장 신설,원외(사택/기숙사),사택 8동,사택 8-206 붙박이장 신규 설치,2500777.778,2689169.444,4560017390-10,92498714-10,2741444.444,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 붙박이장 신설,원외(사택/기숙사),사택 8동,사택 8-208 붙박이장 신규 설치,2500777.778,2689169.444,4560017390-10,92498714-10,2741444.444,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 붙박이장 신설,원외(사택/기숙사),사택 8동,사택 8-210 붙박이장 신규 설치,2500777.778,2689169.444,4560017390-10,92498714-10,2741444.444,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 붙박이장 신설,원외(사택/기숙사),사택 8동,사택 8-301 붙박이장 신규 설치,2500777.778,2689169.444,4560017390-10,92498714-10,2741444.444,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 붙박이장 신설,원외(사택/기숙사),사택 8동,사택 8-303 붙박이장 신규 설치,2500777.778,2689169.444,4560017390-10,92498714-10,2741444.444,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 붙박이장 신설,원외(사택/기숙사),사택 8동,사택 8-305 붙박이장 신규 설치,2500777.778,2689169.444,4560017390-10,92498714-10,2741444.444,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21년,03월30일,엘지에너지솔루션,단독,운영센터,사택 붙박이장 신설,원외(사택/기숙사),사택 8동,사택 8-403 붙박이장 신규 설치,2500777.778,2689169.444,4560017390-10,92498714-10,2741444.444,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
