회계 연도,매입 마감 (월),발주처,비용배분,S&I 센터,작업유형,장소,건물동,계약명,낙찰금액, PO금액,PO번호,PR번호,PR금액,담당,부서,전체 세대수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,10월31일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 5동,사택 5-502 지붕 배수로 기와보수,2561000,2753075,4508744695-10,92368621-10,2873000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,10월31일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 8동,사택 8-508 지붕 배수로 기와보수,2655000,2854125,4508744696-10,92368621-20,2978000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,10월31일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),기타,사택 지붕 보수용 기와 구입 및 도장작업,1150000,1236250,4508744697-10,92368621-30,1273000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,10월31일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 5동,사택 5-305 외부창호 누수보수,326000,350450,4508744698-10,92368621-40,364000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,10월31일,엘지화학,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 5동,사택 5-105 내부 창호교체(저층),5803000,6238225,4508744699-10,92368621-50,6377000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,10월31일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 102동,사택 102동 전기실 에어컨 드레인배관,1269000,1364175,4508747558-10,92368635-50,1400000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,10월31일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기타,사택 무정전 전원공급 장치 설치,4238000,4555850,4508747154-10,92368634-10,4634000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,10월31일,엘지화학,계약파기→PO취소→PR삭제,운영센터,사택 단열작업,원외(사택/기숙사),사택 103동,[계약파기]사택 103-202 단열작업,,,4508713859-10,92306327-130,,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 3동,기숙사 3동 전기실 에어컨 설치(장비),4010000,4310750,4508745694-10,92368635-10,4390000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 102동,사택 102동 전기실 에어컨 설치(장비),4350000,4676250,4508745695-10,92368635-30,4769000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 3동,기숙사 3동 전기실 에어컨 전원작업,1194000,1283550,4508747155-10,92368635-20,1323000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 102동,사택 102동 전기실 에어컨 전원작업,1898000,2040350,4508747156-10,92368635-40,2104000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 AB동,기숙사 A동 204-4호 도배보수외 6건,3483000,3744225,4508754778-10,92383979-10,3791000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,기숙사 3동 소음개선,원외(사택/기숙사),기숙사 3동,기숙사 3동 224호 소음개선작업(벽 전체도배),1761000,1893075,4508754779-10,92383979-20,1952000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,기숙사 3동 소음개선,원외(사택/기숙사),기숙사 3동,기숙사 3동 206호 소음개선작업(벽 전체도배),1761000,1893075,4508754780-10,92383979-30,1952000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 3동,기숙사 3동 405호 도배보수,424000,455800,4508754781-10,92383979-40,473000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 2동,사택 2-302 수장공사,2087000,2243525,4508754782-10,92383979-50,2313000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 7동,사택 7-407 수장공사,1825000,1961875,4508754783-10,92383979-60,2020000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 7동,사택 7-507 수장공사,1942000,2087650,4508754784-10,92383979-70,2149000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 6동,사택 6-202 수장공사,3173000,3410975,4508720261-10,92320854-20,3516000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),기숙사 3동,기숙사 3동 현관 천장매립 우수배관 이설작업,1630000,1752250,4508728302-10,92335196-30,1805000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 5동,사택 5-104 수장공사,3015000,3241125,4508731590-10,92339698-50,3339000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 5동,사택 5-105 수장공사,1795000,1929625,4508744700-10,92368621-60,1990000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),기숙사 3동,기숙사 3동 현관 지붕 바닥소재구 방수작업,1093000,1174975,4508763831-10,92402481-10,1219000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),기숙사 AB동,기숙사 A동 지하 계단실 결로 훼손 천정재 교체,1571000,1688825,4508763832-10,92402481-20,1732000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),기숙사 AB동,기숙사 A동 지하 계단실 결로배수 배관 보온작업,748000,804100,4508763668-10,92402481-30,829000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 2동,사택 2-104 수장공사,3125000,3359375,4508763833-10,92402481-40,3461000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 2동,사택 2-205 수장공사,2007000,2157525,4508763834-10,92402481-50,2233000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 2동,사택 2-205 화장실 바닥타일 교체,1298000,1395350,4508763835-10,92402481-60,1446000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 5동,사택 5-104 앞베란다 타일교체,2008000,2158600,4508763836-10,92402481-70,2231000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 5동,사택 5-104 화장실 건축 누수보수,3051000,3279825,4508763837-10,92402481-80,3388000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 5동,사택 5-104 화장실 매립배관 교체,1396000,1500700,4508763669-10,92402481-90,1549000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 8동,사택 8-310 수장공사(추가분),1012000,1087900,4508763838-10,92402604-10,1125000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 8동,사택 8-503 내부 창호교체(고층장비),7055000,7584125,4508763839-10,92402604-20,7774000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 8동,사택 8-503 수장공사,3261000,3505575,4508763840-10,92402604-30,3610000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 8동,사택 8-408 내부 창호교체(고층),6303000,6775725,4508763841-10,92402604-40,6924000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 8동,사택 8-408 수장공사,4022000,4323650,4508763842-10,92402604-50,4455000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 102동,사택 어린이집 시스템창호용 방충망 교체,730000,784750,4508763843-10,92402604-60,814000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 3동,기숙사 3동 106호외 2건 도배보수,1273000,1368475,4508770627-10,92409069-10,1417000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,기숙사 3동 소음개선,원외(사택/기숙사),기숙사 3동,기숙사 3동 219호 소음개선작업(벽 전체도배),1761000,1893075,4508770628-10,92409069-20,1952000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 3동,기숙사 3동 전면부 가로등 설치,4336000,4661200,4508771200-10,92409088-10,4849000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,사택 단열작업,원외(사택/기숙사),사택 103동,사택 103-201 단열작업,2822000,3033650,4508770629-10,92409069-30,3131000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 103동,사택 103-201 베란다 누수보수,915000,983625,4508770630-10,92409069-40,1019000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 103동,사택 103-201 수장공사,3715000,3993625,4508770631-10,92409069-50,4116000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),기숙사 3동,기숙사 3동 지하기계실 시수배관 스트레나 교체,1418000,1524350,4508772338-10,92417666-10,1568000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),기숙사 AB동,기숙사 A동 604-6 누수부위 철거 및 도배보수,1058000,1137350,4508772333-10,92417666-20,1179000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 AB동,기숙사 A동 801-2호 도배보수외 7건,4201000,4516075,4508772334-10,92417666-30,4673000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 2동,사택 2-404 지붕 우수관로 부분방수,2236000,2403700,4508772335-10,92417666-40,2511000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 6동,사택 6-401 지붕 우수관로 부분방수,1175000,1263125,4508772336-10,92417666-50,1308000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 7동,사택 7-503 수장공사,1918000,2061850,4508772337-10,92417666-60,2123000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 조장근(무기촉매),2510000,2698250,4508757769-10,92388167-10,2781000,조장근,무기촉매,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 송성진(석유화학),2510000,2698250,4508788444-10,92443494-10,2781000,송성진,석유화학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,12월31일,엘지에너지솔루션,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 8동,사택 8-205 내부 창호교체(고층),6303000,6775725,4508784028-10,92430876-10,6928000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,12월31일,엘지에너지솔루션,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 8동,사택 8-410 내부 창호교체(고층장비),7055000,7584125,4508784029-10,92430876-20,7778000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,12월31일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 8동,사택 8-410 수장공사,3644000,3917300,4508784030-10,92430876-30,4032000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,12월31일,엘지에너지솔루션,단독,운영센터,사택 씽크대 수리,원외(사택/기숙사),사택 8동,사택 8-402 씽크대 보수,305000,327875,4508784031-10,92430876-40,337000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,12월31일,엘지에너지솔루션,단독,운영센터,사택 누수보수,원외(사택/기숙사),기타,사택 5동 및 8동 지하 주차장 누수 보수작업,6217000,6683275,4508785594-10,92435286-10,6883000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,12월31일,엘지에너지솔루션,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 8동,사택 8-507 지붕 우수관로 부분방수,1685000,1811375,4508785595-10,92435286-20,1879000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,12월31일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 9동,사택 9-504 수장공사,4022000,4323650,4508785596-10,92435286-30,4455000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,12월31일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 8동,사택 8-205 수장공사,3250000,3493750,4508785597-10,92435286-40,3597000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,12월31일,엘지에너지솔루션,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 102동,사택 102동 전기실 천장누수 보수,1541000,1656575,4508785598-10,92435286-50,1699000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,12월31일,엘지에너지솔루션,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 7동,사택 7-103 수장공사,1162000,1249150,4508785599-10,92435286-60,1293000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,12월31일,엘지에너지솔루션,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 9동,사택 9-303 내부창호 내측몰딩 작업,542000,582650,4508785600-10,92435286-70,603000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,12월31일,엘지에너지솔루션,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 9동,사택 9-303 내부 창호교체(고층),6533000,7022975,4508785601-10,92435324-10,7181000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,12월31일,엘지에너지솔루션,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 9동,사택 9-504 내부 창호교체(고층장비),7285000,7831375,4508785602-10,92435324-20,8017000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,12월31일,엘지에너지솔루션,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 AB동,기숙사 A동 804-4호 도배보수외 5건,3020000,3246500,4508794547-10,92454041-10,3352000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,12월31일,엘지에너지솔루션,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 7동,사택 7동 놀이터 의자 보수작업,433000,465475,4508794548-10,92454041-20,477000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,12월31일,엘지에너지솔루션,단독,운영센터,사택 붙박이장 교체,원외(사택/기숙사),사택 9동,사택 9-504 붙박이장 교체(고층장비),2842000,3055150,4508793109-10,92454041-30,3124000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,12월31일,엘지에너지솔루션,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 102동,사택 어린이집 수장공사,12914000,13882550,4508793107-10,92453899-10,14511000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,12월31일,엘지에너지솔루션,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 102동,사택 어린이집 안전 쿠션매트 보수,8882000,9548150,4508793108-10,92453899-20,9922000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,12월31일,엘지에너지솔루션,단독,운영센터,LED등 교체,원외(사택/기숙사),사택 102동,사택 어린이집 LED전등 설치,10789000,11598175,4508794549-10,92453899-30,11840000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,12월31일,엘지화학,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 김희정(촉매고기능),1714000,1842550,4508805253-10,92473108-10,1907000,김희정,촉매고기능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,12월31일,엘지화학,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 황성준(석유화학),1434000,1541550,4508810633-10,92482351-10,1596000,황성준,석유화학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,공사센터,대수선(공사센터 이관분),원외(사택/기숙사),기숙사 3동,기숙사 3동 전기실 차수판 설치,,31984475,4508754663-10,92379945-10,36156000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,공사센터,대수선(공사센터 이관분),원외(사택/기숙사),기숙사 3동,사택 전기실 MOF 및 CT교체,,17426825,4508752521-10,92368666-10,18230000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,LG화학 직발,사택 비용(MRO서브원),원외(사택/기숙사),기숙사 AB동,A동 4층 1번 세탁기 교체,,750000,4508765125-10,92394634-20,750000,나현성,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,11월30일,엘지화학,단독,LG화학 직발,사택 비용(MRO서브원),원외(사택/기숙사),기숙사 AB동,A동 6층 1번 세탁기 교체,,750000,4508765125-10,92394634-30,750000,나현성,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,03월30일,엘지화학,단독,LG화학 직발,사택 비용(MRO서브원),원외(사택/기숙사),기타,안전표지판,,60000,4508567898-10,92026396-20,60000,나현성,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,03월30일,엘지화학,단독,LG화학 직발,사택 비용(MRO서브원),원외(사택/기숙사),기타,앙카형 지주(H : 1450),,70000,4508578769-10,92026396-10,70000,나현성,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,LG화학 직발,사택 비용(MRO서브원),원외(사택/기숙사),기타,사택도면용 조립PC,,2100000,4508600157-10,92071313-10,2310000,나현성,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,LG화학 직발,사택 비용(MRO서브원),원외(사택/기숙사),기숙사 AB동,스티커,,160000,4508611141-10,92107211-10,160000,나현성,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,LG화학 직발,사택 비용(MRO서브원),원외(사택/기숙사),기타,휴대용 가연성 가스 검지기(사택),,704000,4508629113-10,92120997-10,880000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,07월31일,엘지화학,단독,LG화학 직발,사택 비용(MRO서브원),원외(사택/기숙사),기타,안전표지판-벽면부착,,205000,4508665887-10,92211443-30,210000,나현성,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,07월31일,엘지화학,단독,LG화학 직발,사택 비용(MRO서브원),원외(사택/기숙사),기타,안전표지판-매립형,,200000,4508665807-10,92211443-10,200000,나현성,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,07월31일,엘지화학,단독,LG화학 직발,사택 비용(MRO서브원),원외(사택/기숙사),기타,안전표지판-울타리부착,,100000,4508665807-10,92211443-20,100000,나현성,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,07월31일,엘지화학,단독,LG화학 직발,사택 비용(MRO서브원),원외(사택/기숙사),기타,주차금지표지판,,25000,4508665887-10,92211443-60,25000,나현성,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,07월31일,엘지화학,단독,LG화학 직발,사택 비용(MRO서브원),원외(사택/기숙사),기타,안전표지판-CCTV에 부착,,170000,4508670722-10,92211443-40,170000,나현성,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,07월31일,엘지화학,단독,LG화학 직발,사택 비용(MRO서브원),원외(사택/기숙사),기타,안전표지판 - 어린이보호,,150000,4508670722-10,92211443-50,150000,나현성,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,07월31일,엘지화학,단독,LG화학 직발,사택 비용(MRO서브원),원외(사택/기숙사),기타,머리조심 안내판,,80000,4508670722-10,92211443-90,80000,나현성,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,07월31일,엘지화학,단독,LG화학 직발,사택 비용(MRO서브원),원외(사택/기숙사),기타,플라스틱체인,,500,4508672749-10,92211443-80,500,나현성,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,07월31일,엘지화학,단독,LG화학 직발,사택 비용(MRO서브원),원외(사택/기숙사),기숙사 AB동,과속방지턱,,450000,4508674830-10,92211443-70,450000,나현성,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,08월31일,엘지화학,단독,LG화학 직발,사택 비용(MRO서브원),원외(사택/기숙사),사택 102동,어린이집 CCTV모니터용 TV구입,,520000,4508685334-10,92236937-10,500000,이상재,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,08월31일,엘지화학,단독,LG화학 직발,사택 비용(MRO서브원),원외(사택/기숙사),기타,침대 커버,,14100,4508696115-10,92242262-20,14100,나현성,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,08월31일,엘지화학,단독,LG화학 직발,사택 비용(MRO서브원),원외(사택/기숙사),기타,침대 커버,,13200,4508696115-10,92242262-10,13200,나현성,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
